battery_percentage,battery_age_years,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,top_speed_kmph,total_power_kw,total_torque_nm,battery_capacity_kwh,battery_per_kWh,battery_remaining_kWh,electric_range_km
61.25,7.98,hot,-2.59,87.29,0.58,yes,Normal,FWD,248.45,73.56,543.51,87.13,0.7,53.37,394.17
88.35,2.57,cold,2.03,63.24,0.45,yes,Sport,FWD,202.44,116.52,243.61,82.29,1.07,72.7,474.99
44.99,8.97,cold,0.04,92.11,0.1,yes,Sport,RWD,218.3,151.24,553.1,62.19,0.72,27.98,284.53
26.28,2.73,mild,0.32,107.05,0.17,yes,Eco,FWD,209.44,168.45,255.94,64.46,0.41,16.94,317.12
97.77,2.65,mild,0.81,92.31,0.74,yes,Sport,RWD,221.83,121.71,436.35,56.58,1.73,55.32,439.71
17.71,7.94,cold,-0.2,119.75,0.1,yes,Eco,RWD,138.72,51.19,287.83,32.47,0.55,5.75,211.59
95.1,5.0,mild,-1.94,32.03,0.21,no,Eco,RWD,224.74,181.05,146.25,50.19,1.89,47.73,454.44
71.08,4.26,mild,-3.39,120.72,0.86,yes,Normal,RWD,229.57,126.83,342.22,36.86,1.93,26.2,268.83
87.27,0.62,hot,4.22,40.8,1.0,no,Eco,FWD,240.53,147.53,580.23,92.07,0.95,80.35,544.36
28.78,7.72,mild,3.88,24.44,0.29,yes,Eco,RWD,208.93,178.97,446.67,79.77,0.36,22.96,304.03
58.64,8.14,cold,-2.06,112.7,0.16,no,Normal,RWD,157.61,151.11,543.88,94.95,0.62,55.68,409.2
19.29,1.2,cold,4.82,50.15,0.48,yes,Normal,FWD,122.83,52.41,297.74,78.43,0.25,15.13,257.28
70.9,9.74,hot,1.04,31.33,0.7,no,Sport,FWD,207.92,57.27,117.04,35.99,1.97,25.52,275.71
56.24,7.68,cold,0.36,25.85,0.03,no,Normal,FWD,181.57,101.35,355.45,87.39,0.64,49.15,409.49
74.66,5.11,cold,-4.29,30.31,0.29,yes,Normal,FWD,242.87,178.81,389.22,75.02,1.0,56.01,388.95
79.02,7.42,hot,-1.18,65.24,0.57,yes,Sport,RWD,130.55,89.88,408.37,65.14,1.21,51.47,390.93
37.34,9.71,hot,-3.27,95.25,0.07,no,Sport,RWD,214.59,80.45,369.87,39.93,0.94,14.91,242.15
91.51,4.44,hot,-1.82,37.91,0.04,yes,Eco,RWD,235.22,66.56,107.53,35.13,2.6,32.15,364.9
44.65,7.37,hot,-0.97,79.91,0.8,no,Eco,FWD,235.07,55.17,595.73,70.68,0.63,31.56,330.75
69.48,1.37,cold,2.26,46.47,0.28,no,Sport,FWD,144.3,189.29,564.47,32.09,2.17,22.3,292.88
47.31,8.13,cold,-0.45,96.01,0.51,no,Sport,FWD,208.23,175.1,382.93,31.38,1.51,14.85,214.29
29.41,1.33,hot,-3.16,33.63,0.87,no,Normal,RWD,139.02,123.86,577.81,84.82,0.35,24.95,324.87
12.92,6.38,cold,-0.83,61.86,0.9,no,Eco,FWD,246.76,141.0,578.3,60.51,0.21,7.82,235.64
50.91,9.22,cold,2.12,54.47,0.8,yes,Eco,FWD,129.87,119.21,554.25,73.84,0.69,37.59,318.96
73.95,0.27,cold,4.14,117.52,0.98,no,Sport,FWD,161.36,82.81,293.04,96.12,0.77,71.08,439.81
97.03,1.93,cold,-0.6,57.2,0.27,yes,Eco,RWD,218.04,107.56,268.84,36.36,2.67,35.28,360.75
47.58,5.69,hot,1.85,68.17,0.86,no,Sport,FWD,224.02,65.38,555.31,47.52,1.0,22.61,279.92
52.95,6.77,hot,-0.85,114.75,0.7,yes,Normal,RWD,241.37,79.66,388.33,54.77,0.97,29.0,292.48
53.84,8.92,cold,2.82,38.62,0.36,yes,Eco,FWD,175.95,74.25,407.47,69.16,0.78,37.24,329.92
30.38,6.08,mild,-2.02,113.54,0.48,yes,Normal,RWD,175.77,157.23,128.43,96.55,0.31,29.33,296.67
90.1,4.01,hot,-2.86,110.68,0.72,no,Eco,RWD,133.44,162.39,210.13,72.5,1.24,65.32,459.51
39.02,3.97,cold,0.3,100.21,0.01,no,Eco,FWD,121.68,135.71,450.75,89.37,0.44,34.87,368.98
53.23,8.14,mild,-4.66,97.22,0.16,yes,Eco,FWD,232.89,177.75,200.24,98.47,0.54,52.42,408.83
27.05,4.83,mild,0.98,25.14,0.91,no,Normal,RWD,187.46,65.26,169.78,81.28,0.33,21.99,299.39
89.32,0.0,hot,-4.91,119.99,0.8,no,Sport,FWD,172.74,190.59,164.86,54.8,1.63,48.95,395.19
27.34,2.52,cold,3.13,50.21,0.19,no,Eco,FWD,208.46,188.07,309.02,35.93,0.76,9.82,261.91
75.77,8.74,cold,1.69,55.89,0.36,no,Eco,FWD,181.38,151.27,464.9,95.18,0.8,72.12,477.25
70.96,4.2,cold,-0.42,84.6,0.17,yes,Eco,FWD,184.55,179.36,581.8,45.53,1.56,32.31,336.06
11.49,3.53,cold,4.3,51.72,0.77,yes,Sport,FWD,231.93,185.52,596.92,84.49,0.14,9.71,201.5
52.73,4.14,cold,-0.63,127.82,0.18,no,Normal,FWD,167.71,96.71,456.14,31.15,1.69,16.43,266.36
68.17,4.16,hot,2.58,48.69,0.05,yes,Eco,FWD,191.16,128.37,275.91,47.92,1.42,32.67,366.8
21.53,7.45,hot,3.2,126.62,0.1,no,Normal,RWD,248.91,171.92,486.72,45.52,0.47,9.8,215.52
79.35,2.06,mild,-1.59,86.77,0.34,yes,Sport,FWD,240.18,164.53,556.56,60.47,1.31,47.98,421.51
70.65,2.42,cold,-1.57,120.37,0.89,yes,Sport,RWD,182.45,142.46,335.15,75.58,0.93,53.4,341.39
94.61,5.88,mild,0.93,40.2,0.22,no,Normal,FWD,121.88,115.13,204.36,80.25,1.18,75.92,564.24
67.91,4.36,mild,0.46,26.19,0.21,no,Eco,FWD,131.65,82.28,472.75,83.14,0.82,56.46,485.21
15.08,5.03,cold,-3.92,59.89,0.54,no,Normal,FWD,168.09,130.48,139.66,35.32,0.43,5.33,229.55
33.29,4.55,mild,-1.69,59.27,0.37,yes,Normal,RWD,128.95,141.91,183.49,91.51,0.36,30.46,347.76
74.38,6.02,mild,-4.28,71.81,0.2,no,Eco,RWD,173.65,107.25,421.49,75.26,0.99,55.98,463.48
63.04,9.85,mild,3.71,121.63,0.05,yes,Normal,RWD,214.44,56.6,542.85,94.62,0.67,59.65,437.5
99.39,0.7,mild,4.96,66.6,0.31,yes,Eco,FWD,240.0,92.88,152.48,89.13,1.12,88.59,617.83
16.97,0.27,hot,-2.12,71.18,0.29,no,Eco,RWD,245.23,59.09,367.42,82.42,0.21,13.99,336.24
51.72,2.87,mild,-0.53,70.78,0.19,no,Normal,RWD,223.44,167.12,485.32,58.44,0.89,30.23,394.56
86.68,8.91,cold,1.61,105.68,0.85,no,Normal,FWD,120.35,162.94,444.2,71.36,1.21,61.85,415.18
96.37,0.35,cold,-0.29,105.83,0.89,no,Normal,RWD,149.69,183.55,129.4,72.22,1.33,69.6,480.18
12.84,3.23,hot,-3.25,20.5,0.11,yes,Sport,RWD,192.74,97.16,440.35,76.33,0.17,9.8,222.77
82.52,1.63,cold,-3.5,64.06,0.29,yes,Eco,FWD,225.91,178.58,195.33,45.62,1.81,37.65,368.5
98.47,1.57,mild,3.31,25.3,0.43,no,Normal,RWD,210.51,175.28,400.87,75.45,1.31,74.3,543.62
22.37,3.72,mild,-4.05,115.15,0.23,no,Eco,FWD,161.31,164.09,212.39,39.16,0.57,8.76,273.92
17.53,3.14,hot,-3.14,93.3,0.68,yes,Normal,RWD,196.0,74.38,510.94,72.03,0.24,12.63,240.55
10.62,0.53,mild,-1.49,26.23,0.03,no,Normal,FWD,142.87,121.39,219.15,97.5,0.11,10.35,312.3
28.31,1.77,hot,-0.3,98.34,0.04,yes,Normal,RWD,225.96,119.73,512.5,91.01,0.31,25.76,324.63
30.86,7.5,hot,-0.37,56.22,0.15,yes,Normal,RWD,207.45,100.1,228.02,56.64,0.54,17.48,266.06
66.63,1.33,hot,3.75,33.41,0.03,yes,Normal,FWD,191.79,142.61,397.49,71.64,0.93,47.73,412.37
56.25,9.51,hot,-2.39,106.46,0.54,no,Normal,RWD,224.72,62.43,588.87,34.96,1.61,19.66,275.19
21.33,5.92,mild,-2.17,111.62,0.88,no,Eco,RWD,131.63,84.34,332.2,40.48,0.53,8.63,264.29
91.26,8.41,mild,1.16,80.7,0.28,no,Sport,RWD,215.23,172.99,135.44,54.27,1.68,49.53,406.03
23.96,5.32,cold,-0.27,95.27,0.43,yes,Normal,RWD,128.97,128.02,297.58,83.31,0.29,19.96,265.04
80.19,9.42,mild,-1.71,49.54,0.5,no,Normal,RWD,146.61,70.49,194.58,42.27,1.9,33.9,354.2
66.86,1.49,mild,0.86,29.56,0.01,yes,Normal,FWD,140.9,113.71,318.72,98.02,0.68,65.54,499.13
93.1,3.29,mild,-3.44,74.34,0.06,yes,Eco,FWD,135.93,136.99,545.76,67.42,1.38,62.77,487.67
66.77,5.72,hot,3.5,115.55,0.24,no,Eco,FWD,151.31,75.08,557.09,87.9,0.76,58.69,448.73
24.92,0.16,cold,-4.13,94.93,0.73,no,Eco,RWD,128.95,107.5,361.39,95.49,0.26,23.8,328.17
81.66,7.62,hot,1.34,80.07,0.41,yes,Normal,RWD,157.24,157.44,168.21,96.4,0.85,78.72,489.61
52.21,4.83,cold,3.64,64.6,0.14,yes,Eco,RWD,230.96,93.43,218.37,56.47,0.92,29.48,311.11
64.92,5.16,hot,-4.13,114.56,0.3,no,Sport,RWD,223.74,115.69,379.89,60.93,1.07,39.56,340.6
16.5,1.7,cold,-4.46,58.92,0.88,no,Normal,RWD,168.57,122.03,512.43,85.14,0.19,14.05,266.91
72.93,4.39,cold,3.79,94.8,0.8,yes,Sport,RWD,231.53,185.63,387.42,57.29,1.27,41.78,297.44
15.07,0.73,cold,3.34,81.9,0.57,yes,Normal,FWD,185.17,179.06,551.33,35.69,0.42,5.38,219.54
10.15,4.84,hot,-0.12,46.86,0.83,no,Eco,RWD,159.5,64.22,564.69,34.38,0.3,3.49,246.41
29.11,3.69,mild,-2.58,38.37,0.92,no,Eco,FWD,131.54,91.95,209.47,95.42,0.31,27.78,346.87
94.1,1.35,mild,-0.29,91.42,0.58,no,Normal,FWD,188.7,104.0,349.45,87.67,1.07,82.5,605.15
72.12,9.56,cold,-3.95,89.04,0.15,yes,Sport,RWD,229.15,83.2,124.03,68.91,1.05,49.7,354.63
84.85,9.62,mild,-4.14,58.55,0.22,no,Sport,RWD,158.21,62.93,554.28,42.02,2.02,35.65,347.24
17.18,7.91,hot,2.46,27.76,0.48,yes,Eco,FWD,135.78,196.77,341.05,58.65,0.29,10.08,215.18
40.52,0.81,hot,4.12,96.09,0.2,no,Normal,RWD,134.29,77.22,236.45,54.35,0.75,22.02,327.27
11.95,2.41,cold,4.18,93.68,0.11,no,Normal,RWD,156.46,179.97,179.34,31.08,0.38,3.71,223.11
36.04,6.63,cold,2.94,35.3,0.65,yes,Sport,FWD,222.33,110.67,239.18,42.11,0.86,15.18,207.32
40.94,3.8,cold,-1.79,119.78,0.4,no,Normal,FWD,177.32,64.93,234.52,76.68,0.53,31.39,319.9
61.59,8.59,cold,4.44,116.22,0.48,yes,Normal,RWD,178.9,196.18,531.22,32.95,1.87,20.29,206.08
85.76,6.96,hot,3.54,99.7,0.0,yes,Sport,RWD,197.29,76.75,334.79,71.69,1.2,61.48,416.16
73.35,8.9,hot,-4.93,40.31,0.62,no,Normal,FWD,130.97,99.71,412.95,84.85,0.86,62.24,423.2
81.55,3.25,cold,1.41,64.81,0.06,yes,Eco,FWD,182.24,84.87,178.49,31.51,2.59,25.7,332.37
91.29,0.25,mild,4.62,28.23,0.71,no,Sport,FWD,139.86,172.4,509.95,66.1,1.38,60.34,453.51
57.3,4.7,cold,3.0,86.59,0.53,no,Normal,RWD,165.46,174.39,589.79,93.01,0.62,53.29,408.27
47.55,2.67,mild,4.56,50.84,0.32,yes,Sport,RWD,198.52,95.33,445.42,40.17,1.18,19.1,291.99
60.24,0.86,cold,-4.07,30.89,0.41,no,Normal,RWD,232.72,117.14,409.1,47.46,1.27,28.59,321.28
36.96,3.86,mild,3.83,23.3,0.35,yes,Sport,RWD,234.59,137.11,156.35,30.88,1.2,11.41,235.98
66.63,0.55,mild,4.83,44.35,0.13,no,Sport,RWD,167.57,59.91,522.87,94.09,0.71,62.69,518.02
26.47,1.92,hot,-1.55,54.95,0.98,yes,Sport,FWD,178.19,185.38,134.67,33.53,0.79,8.88,208.53
96.09,9.7,cold,-3.51,92.99,0.42,no,Sport,RWD,156.26,72.18,347.88,96.67,0.99,92.89,526.05
53.68,3.63,cold,-4.46,83.67,0.5,no,Eco,RWD,185.69,157.42,498.93,47.68,1.13,25.59,304.89
16.34,3.7,hot,-3.16,50.68,0.49,yes,Eco,RWD,242.47,157.98,439.88,49.68,0.33,8.12,232.82
95.1,5.81,hot,3.31,113.14,0.07,no,Normal,FWD,230.26,104.77,147.58,87.58,1.09,83.29,544.84
74.72,2.43,cold,-1.72,67.09,0.33,yes,Normal,RWD,138.71,174.85,255.36,84.83,0.88,63.38,446.03
68.57,2.4,hot,4.94,115.79,0.58,yes,Normal,RWD,204.95,142.75,440.74,77.08,0.89,52.85,379.08
27.21,5.93,cold,-3.67,118.66,0.19,yes,Normal,RWD,168.63,177.96,399.21,96.21,0.28,26.18,259.49
83.19,4.1,hot,-3.21,82.91,0.96,yes,Sport,RWD,168.21,73.8,129.87,57.31,1.45,47.68,372.08
83.81,5.62,mild,-4.41,80.81,0.41,no,Sport,RWD,146.68,161.62,348.48,52.56,1.59,44.05,399.73
17.47,5.26,mild,0.09,127.16,0.46,yes,Sport,RWD,212.63,142.82,541.36,81.01,0.22,14.15,237.83
92.22,0.84,cold,3.6,41.02,0.34,yes,Eco,FWD,162.67,182.72,419.9,60.43,1.53,55.73,431.81
59.0,9.19,cold,2.12,33.83,0.82,yes,Sport,RWD,132.94,185.16,458.31,77.76,0.76,45.88,294.37
11.02,6.1,mild,-2.95,26.64,0.07,no,Eco,RWD,197.65,177.98,224.91,46.74,0.24,5.15,273.62
56.16,4.09,hot,2.05,103.99,0.46,no,Eco,RWD,198.85,118.23,435.86,83.3,0.67,46.78,401.18
24.72,8.21,mild,-4.84,53.18,0.95,no,Normal,FWD,228.39,73.94,540.29,68.41,0.36,16.91,274.07
98.65,3.12,cold,0.11,27.45,0.3,no,Eco,FWD,195.05,140.7,539.49,45.53,2.17,44.92,416.12
52.52,9.8,mild,-0.19,55.55,0.92,no,Normal,RWD,212.94,68.36,281.33,96.54,0.54,50.7,418.25
82.94,4.13,mild,-1.54,127.5,0.89,no,Sport,FWD,164.74,150.41,411.38,44.19,1.88,36.65,325.7
14.14,3.61,cold,3.66,46.1,0.62,no,Eco,RWD,138.12,144.34,299.52,52.27,0.27,7.39,225.73
55.18,9.76,cold,-3.71,111.21,0.93,yes,Eco,RWD,202.91,72.17,484.79,38.39,1.44,21.18,212.22
96.11,5.97,cold,-0.03,97.64,0.8,no,Normal,RWD,130.49,101.27,411.1,93.5,1.03,89.86,547.02
74.49,2.07,cold,2.06,30.12,0.48,yes,Eco,FWD,175.03,131.8,160.26,81.77,0.91,60.91,421.63
59.7,4.3,cold,-4.22,40.7,0.61,no,Sport,FWD,178.74,106.22,262.76,83.22,0.72,49.68,375.59
32.14,5.88,cold,-2.75,88.76,0.94,yes,Normal,FWD,191.68,199.72,457.02,82.51,0.39,26.52,264.65
86.23,8.98,hot,0.66,26.38,0.57,yes,Sport,RWD,120.48,148.79,477.4,87.49,0.99,75.44,461.25
28.86,1.04,cold,2.04,124.54,0.9,yes,Sport,RWD,182.28,70.11,108.02,33.11,0.87,9.56,171.33
14.71,6.77,cold,0.81,92.2,0.26,no,Eco,FWD,126.79,199.06,215.8,59.0,0.25,8.68,234.36
38.97,3.54,mild,1.13,56.49,0.25,no,Sport,FWD,230.4,132.65,554.08,38.89,1.0,15.16,306.4
68.82,6.83,cold,-4.6,91.46,0.79,yes,Eco,RWD,214.93,116.92,369.56,73.94,0.93,50.89,365.12
35.03,5.54,hot,4.62,78.11,0.78,yes,Normal,RWD,180.66,183.27,411.01,83.7,0.42,29.32,278.27
22.09,0.15,mild,-2.79,98.7,0.56,no,Sport,FWD,145.85,58.89,279.98,85.29,0.26,18.84,305.94
38.28,1.63,cold,-2.93,106.57,0.38,yes,Eco,FWD,126.95,173.16,527.93,68.78,0.56,26.33,296.48
22.37,8.65,cold,2.48,89.57,0.61,no,Sport,FWD,231.95,167.7,249.93,30.86,0.72,6.9,195.21
89.12,2.96,cold,-2.12,126.1,0.53,yes,Sport,RWD,222.47,92.71,413.33,58.04,1.54,51.73,355.3
38.4,5.39,mild,0.78,122.97,0.2,no,Normal,FWD,245.56,63.49,315.24,57.38,0.67,22.03,317.47
23.24,4.64,mild,2.51,64.78,0.16,no,Sport,FWD,214.96,124.17,312.57,41.18,0.56,9.57,283.75
48.42,0.07,cold,-0.01,63.63,0.18,no,Sport,RWD,193.84,91.05,443.65,54.84,0.88,26.55,333.48
22.34,6.78,mild,3.0,34.39,0.58,yes,Sport,FWD,188.21,164.48,338.52,66.05,0.34,14.76,249.07
25.21,3.2,mild,-0.42,35.44,0.08,yes,Eco,FWD,169.55,129.54,594.68,91.79,0.27,23.14,338.73
92.52,6.05,hot,-1.09,27.9,0.37,no,Normal,RWD,168.81,120.12,142.3,50.2,1.84,46.45,405.01
32.04,6.13,mild,2.22,59.65,0.16,no,Normal,FWD,194.57,130.7,175.35,42.64,0.75,13.66,315.48
26.18,6.19,hot,-2.85,51.63,0.99,no,Eco,RWD,177.83,115.4,154.76,53.81,0.49,14.09,259.91
73.63,5.43,cold,-0.16,85.21,0.85,no,Normal,RWD,133.94,124.75,573.34,42.92,1.72,31.6,324.51
17.29,1.94,hot,-1.07,53.45,0.12,yes,Eco,FWD,227.16,144.16,572.76,59.06,0.29,10.21,281.1
12.02,6.31,mild,-0.99,118.97,0.21,no,Normal,RWD,238.08,150.1,387.01,82.27,0.15,9.89,270.31
99.22,4.29,cold,4.55,64.94,0.64,yes,Sport,RWD,201.99,144.0,194.28,65.7,1.51,65.19,417.45
73.75,4.11,mild,4.08,21.43,0.57,no,Sport,RWD,160.92,95.98,192.1,97.93,0.75,72.22,490.88
46.67,6.42,hot,-0.6,92.99,0.25,yes,Normal,RWD,228.21,110.37,301.44,69.94,0.67,32.64,331.13
44.9,1.76,hot,3.14,27.19,0.16,no,Eco,RWD,186.82,103.6,539.16,30.72,1.46,13.79,296.71
90.4,1.29,mild,2.97,83.66,0.53,yes,Sport,RWD,243.71,181.06,521.45,76.94,1.17,69.55,495.05
29.94,0.55,hot,2.48,43.79,0.22,yes,Sport,FWD,160.68,117.36,536.98,87.87,0.34,26.31,313.42
59.86,6.3,cold,3.33,33.59,0.16,no,Eco,RWD,171.94,121.09,203.43,50.45,1.19,30.2,339.12
77.55,2.8,hot,-2.85,71.4,0.25,no,Eco,RWD,230.51,89.39,193.65,54.76,1.42,42.47,420.38
37.24,5.5,hot,-1.33,38.55,0.85,no,Sport,FWD,222.9,120.64,259.49,85.56,0.44,31.86,313.46
87.68,3.44,cold,0.09,44.97,0.82,yes,Sport,RWD,216.28,67.48,120.12,72.31,1.21,63.4,403.68
63.66,7.66,mild,-2.38,49.72,0.04,no,Eco,FWD,242.16,168.1,104.17,38.52,1.65,24.52,339.04
57.19,0.69,hot,-2.38,91.87,0.84,no,Normal,FWD,210.04,184.8,542.69,77.26,0.74,44.18,388.33
70.01,1.91,mild,-3.23,97.36,0.2,no,Sport,FWD,199.75,139.47,348.97,40.15,1.74,28.11,349.34
16.31,4.31,mild,-0.14,124.84,0.03,no,Normal,RWD,239.04,126.98,362.61,55.03,0.3,8.98,290.9
84.58,8.07,mild,-3.78,90.91,0.08,yes,Normal,FWD,213.19,61.67,354.64,45.08,1.88,38.13,374.28
82.85,2.39,cold,-0.63,97.67,0.82,yes,Sport,FWD,141.25,158.56,555.85,42.19,1.96,34.95,301.44
48.92,2.47,mild,3.85,37.68,0.66,no,Sport,FWD,187.86,76.54,360.03,43.7,1.12,21.38,304.9
91.45,5.9,cold,-2.68,123.1,0.17,no,Sport,FWD,180.86,89.44,521.66,87.91,1.04,80.39,492.26
61.52,0.72,cold,4.47,83.88,0.6,no,Sport,FWD,185.2,169.4,262.53,58.11,1.06,35.75,324.59
81.21,7.12,mild,-4.89,76.47,0.54,yes,Eco,RWD,139.19,113.04,372.87,67.06,1.21,54.46,423.0
18.02,9.56,hot,2.01,129.63,0.73,yes,Normal,RWD,126.76,156.09,332.76,92.51,0.19,16.67,201.9
23.25,2.64,mild,4.43,37.51,0.39,yes,Normal,RWD,155.04,139.41,149.67,48.01,0.48,11.16,270.23
92.99,8.23,mild,0.59,56.43,0.08,yes,Sport,FWD,234.43,171.7,337.68,84.53,1.1,78.6,508.18
64.95,0.42,hot,3.3,81.66,0.73,no,Sport,FWD,177.99,152.67,206.01,31.03,2.09,20.15,297.46
11.57,7.32,hot,-0.18,81.59,0.13,no,Eco,RWD,224.89,148.69,401.91,36.36,0.32,4.21,245.82
33.06,4.69,cold,2.2,82.78,0.26,yes,Eco,RWD,150.17,122.69,510.77,57.25,0.58,18.93,268.9
10.43,0.91,mild,-1.74,41.27,0.66,yes,Sport,RWD,239.31,173.79,477.13,68.37,0.15,7.13,230.79
62.29,0.53,cold,0.78,119.85,0.25,no,Eco,RWD,140.77,181.17,493.48,36.36,1.71,22.65,315.95
44.32,3.35,cold,-3.74,55.4,0.31,no,Normal,FWD,150.4,179.16,120.86,81.26,0.55,36.01,352.95
66.28,0.36,mild,-1.29,47.54,0.11,no,Eco,RWD,123.15,176.28,433.01,58.68,1.13,38.89,447.39
43.13,4.23,mild,-3.02,71.33,0.79,no,Eco,FWD,201.47,150.4,160.74,40.42,1.07,17.43,306.36
91.71,5.33,cold,-3.53,126.26,0.34,yes,Sport,FWD,180.92,64.74,553.66,79.86,1.15,73.24,427.7
19.96,9.88,hot,1.37,64.23,0.06,no,Eco,RWD,192.19,55.33,296.62,49.92,0.4,9.96,282.44
19.1,8.49,cold,1.22,32.01,0.57,yes,Sport,RWD,148.08,120.18,237.56,67.7,0.28,12.93,178.56
76.87,8.36,cold,-4.17,102.93,0.92,yes,Eco,RWD,131.46,86.58,371.77,59.58,1.29,45.8,309.44
64.06,0.25,hot,4.89,43.14,0.46,no,Sport,FWD,176.01,157.15,198.29,99.36,0.64,63.65,481.38
61.62,5.48,mild,2.05,67.67,0.6,no,Normal,FWD,176.42,57.15,199.93,34.71,1.78,21.39,328.5
78.36,4.95,cold,2.02,84.54,0.83,no,Eco,RWD,127.98,80.44,249.72,86.82,0.9,68.03,468.47
22.81,5.23,mild,-1.13,48.36,0.87,no,Sport,RWD,221.68,159.11,377.36,33.41,0.68,7.62,243.53
37.22,6.88,cold,-2.65,81.84,0.39,no,Eco,RWD,171.33,62.75,326.54,41.51,0.9,15.45,263.2
85.17,3.3,hot,-0.69,112.21,0.96,no,Sport,RWD,140.76,120.49,147.09,69.95,1.22,59.58,421.31
75.32,0.62,cold,-4.75,70.67,0.84,no,Sport,FWD,245.52,86.63,234.33,97.03,0.78,73.08,473.51
57.22,6.08,hot,2.37,44.31,0.23,yes,Sport,RWD,147.63,125.58,129.91,31.83,1.8,18.21,268.63
64.45,4.47,cold,4.77,69.0,0.97,no,Eco,RWD,178.86,137.75,292.46,41.97,1.54,27.05,283.92
10.3,4.61,mild,4.23,59.64,0.57,yes,Sport,RWD,170.31,120.31,492.58,50.73,0.2,5.23,201.38
37.42,6.41,cold,4.27,107.28,0.09,yes,Sport,FWD,184.73,78.34,506.84,83.13,0.45,31.11,265.67
87.37,5.47,cold,-2.05,60.16,0.6,no,Eco,FWD,180.02,102.94,101.71,59.77,1.46,52.22,412.3
25.93,0.28,hot,2.3,105.16,0.07,yes,Eco,RWD,139.5,115.17,495.67,49.55,0.52,12.85,295.84
33.5,2.09,cold,2.51,83.47,0.29,yes,Normal,RWD,153.12,197.69,414.21,90.59,0.37,30.35,322.23
29.79,8.78,mild,-4.15,22.59,0.2,yes,Normal,FWD,135.08,180.71,449.85,63.95,0.47,19.05,265.12
59.89,0.98,cold,2.12,80.38,0.35,yes,Normal,RWD,205.72,158.81,278.99,73.1,0.82,43.78,387.98
59.08,2.26,mild,-0.41,109.91,0.05,yes,Eco,RWD,179.47,73.1,563.6,68.31,0.86,40.36,412.15
42.61,9.7,hot,1.2,32.07,0.68,yes,Sport,FWD,188.46,60.47,539.65,52.47,0.81,22.36,236.72
79.96,6.05,mild,1.94,73.96,0.78,yes,Eco,RWD,175.23,113.64,431.39,56.86,1.41,45.47,382.61
28.26,0.79,mild,-0.66,66.87,0.74,no,Sport,RWD,142.0,52.17,267.55,38.47,0.73,10.87,303.28
67.28,6.48,cold,-4.2,112.67,0.79,no,Sport,RWD,153.3,123.58,467.09,50.51,1.33,33.98,268.46
39.88,5.39,cold,1.5,127.04,0.62,yes,Eco,RWD,164.62,80.58,572.21,83.41,0.48,33.26,290.78
37.52,5.35,hot,1.56,62.89,0.13,yes,Normal,FWD,135.38,168.34,326.75,44.39,0.85,16.66,286.0
23.28,9.34,hot,1.93,81.95,0.4,yes,Sport,RWD,191.98,106.1,394.78,85.47,0.27,19.9,250.73
37.42,9.89,cold,3.39,35.79,0.57,no,Sport,FWD,130.12,164.75,397.36,81.13,0.46,30.36,261.2
87.3,5.84,hot,3.74,119.2,0.4,yes,Sport,FWD,156.47,111.56,518.98,81.59,1.07,71.23,433.66
22.4,5.54,hot,2.93,58.03,0.81,yes,Normal,FWD,128.59,186.19,181.8,68.48,0.33,15.34,224.21
91.07,2.14,cold,4.2,115.91,0.34,yes,Normal,FWD,215.63,122.28,280.8,52.04,1.75,47.39,364.5
85.68,4.06,cold,-1.92,120.3,0.96,no,Normal,FWD,190.88,168.66,118.45,85.84,1.0,73.55,442.25
64.82,1.49,mild,-2.25,100.3,0.95,no,Eco,RWD,158.18,78.53,278.04,37.34,1.74,24.2,342.76
36.92,5.05,hot,2.64,49.18,0.52,no,Sport,RWD,126.56,142.78,133.34,99.08,0.37,36.58,351.84
93.51,3.49,hot,4.41,65.57,0.07,yes,Normal,RWD,135.67,129.7,463.83,50.81,1.84,47.51,395.83
51.26,6.55,hot,-2.8,30.0,0.05,no,Normal,FWD,207.64,96.93,368.01,74.06,0.69,37.96,381.95
11.73,9.09,hot,-4.77,125.16,0.43,no,Normal,RWD,209.79,166.72,111.51,68.81,0.17,8.07,212.42
28.33,1.77,mild,4.05,122.28,0.5,no,Sport,RWD,141.59,194.39,472.31,67.08,0.42,19.0,299.07
93.1,3.23,cold,-4.1,125.56,0.03,no,Sport,FWD,241.84,113.13,530.45,66.26,1.41,61.69,421.61
40.35,1.5,mild,0.63,29.89,0.44,no,Normal,RWD,241.47,90.19,282.27,66.25,0.61,26.73,379.23
76.05,5.82,mild,-2.84,81.92,0.81,no,Normal,RWD,209.4,61.76,591.25,93.12,0.82,70.82,514.83
73.1,8.12,hot,-1.9,50.76,0.56,yes,Eco,RWD,240.24,191.31,118.97,59.99,1.22,43.85,365.0
12.29,6.34,mild,4.43,91.77,1.0,no,Eco,RWD,149.06,197.32,150.71,82.97,0.15,10.2,255.66
40.59,6.01,cold,-0.19,111.74,0.52,no,Sport,FWD,196.04,73.71,262.93,71.83,0.57,29.16,295.49
51.77,8.96,cold,4.27,31.2,0.1,no,Normal,RWD,120.55,67.41,173.54,33.71,1.54,17.45,270.0
13.61,5.48,cold,-3.92,51.58,0.39,yes,Eco,FWD,203.65,170.45,308.37,38.08,0.36,5.18,206.73
