hydrogen_percentage,fuel_cell_age_years,fuel_cell_efficiency,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,cargo_volume_liters,top_speed_kmph,total_power_kw,total_torque_nm,range_in_km
52.48,0.62,54.83,mild,-4.33,93.11,0.8,yes,eco,AWD,1092.83,284.09,198.78,706.57,538.71
27.87,7.07,63.84,mild,-3.62,33.87,0.97,yes,sport,FWD,1238.29,167.56,50.27,984.79,426.47
55.72,2.99,60.15,mild,3.68,91.94,0.47,no,sport,AWD,362.1,191.81,132.26,287.22,553.75
86.11,14.92,47.93,cold,-3.8,38.4,0.71,yes,eco,FWD,1823.58,273.43,246.37,100.78,549.57
94.22,2.67,52.79,hot,2.43,38.38,0.88,no,sport,FWD,193.56,175.57,93.68,242.55,578.86
48.16,10.03,54.52,mild,1.59,94.52,0.43,no,sport,RWD,1671.42,186.7,119.99,632.58,470.75
63.17,4.57,64.94,hot,-3.15,88.34,0.27,no,eco,AWD,640.7,244.01,56.67,832.94,575.28
70.9,13.29,44.39,cold,0.88,56.67,0.29,no,sport,FWD,1653.54,201.2,89.46,203.13,494.65
87.93,9.24,46.38,hot,4.62,34.74,0.93,yes,sport,RWD,1850.41,168.34,234.21,930.82,546.66
17.16,5.17,64.31,mild,2.75,47.91,0.39,yes,eco,RWD,123.66,184.0,76.32,588.19,501.99
32.64,7.77,51.72,mild,2.02,20.5,0.64,yes,normal,FWD,1722.79,214.02,143.37,835.86,469.37
11.33,6.59,56.16,mild,1.78,116.5,0.04,yes,sport,FWD,245.74,206.64,145.88,940.28,452.2
45.59,4.1,50.1,hot,3.18,49.99,0.11,yes,normal,AWD,424.15,274.53,204.57,599.58,567.99
24.03,13.3,61.99,hot,4.06,107.52,0.01,no,sport,AWD,1814.04,156.03,249.84,274.26,508.41
69.77,10.32,40.22,cold,-4.53,23.84,0.08,yes,normal,AWD,497.12,198.26,164.61,971.46,506.36
26.1,2.55,55.93,hot,1.26,72.23,0.18,no,normal,FWD,337.33,203.12,194.14,738.45,613.96
61.99,5.38,48.28,hot,-2.41,43.2,0.92,no,normal,RWD,1537.61,292.69,63.16,515.0,507.45
61.73,5.17,54.5,cold,-0.48,53.86,0.12,yes,eco,FWD,874.83,261.97,80.8,149.77,581.07
39.03,6.84,45.24,cold,-3.5,116.88,0.75,yes,normal,RWD,1715.54,243.94,115.26,263.69,417.51
59.0,7.04,61.46,mild,-4.02,20.48,0.36,no,sport,FWD,681.05,264.7,77.26,299.58,530.91
44.69,14.86,46.4,hot,-2.08,46.18,0.72,yes,sport,AWD,1729.88,288.58,97.94,149.71,403.76
49.67,9.01,44.45,hot,5.0,45.25,0.87,no,sport,AWD,580.44,162.87,121.58,233.24,464.59
38.59,14.63,50.2,mild,0.09,81.81,0.75,no,eco,FWD,1627.07,201.6,192.42,411.6,508.11
46.8,1.53,57.64,mild,-3.53,64.66,0.95,no,normal,AWD,1736.35,201.36,176.63,721.6,542.53
85.57,0.93,53.05,cold,-4.39,61.43,0.59,yes,eco,FWD,1720.39,235.69,67.68,976.14,565.5
15.03,9.79,45.16,hot,4.24,58.09,0.36,no,eco,RWD,707.1,155.91,195.18,129.18,539.62
76.38,1.21,60.99,mild,2.71,40.85,0.79,no,eco,AWD,113.23,251.01,151.36,628.93,645.44
43.46,0.08,61.86,hot,-1.09,99.1,0.5,yes,sport,AWD,1768.4,272.19,121.65,908.36,476.44
88.37,6.38,56.34,cold,-1.72,27.12,0.82,no,normal,FWD,477.24,210.64,179.36,102.27,647.24
55.9,5.46,41.59,mild,4.74,77.66,0.02,yes,sport,AWD,1679.2,232.2,234.35,850.08,542.02
34.4,0.01,41.67,hot,0.96,28.8,0.56,yes,eco,AWD,170.45,168.79,187.33,792.28,557.27
54.91,4.29,58.07,hot,-4.66,78.11,0.9,yes,normal,RWD,1021.29,167.45,202.34,367.99,567.85
23.99,1.23,52.12,hot,0.92,23.84,0.01,yes,eco,FWD,122.71,274.87,218.14,256.85,599.46
37.47,4.15,51.77,hot,0.24,65.05,0.51,yes,normal,AWD,944.69,194.15,98.29,907.69,499.07
54.83,12.12,54.14,hot,-0.52,55.08,0.96,no,eco,FWD,658.55,239.43,245.05,949.76,596.18
45.43,3.69,60.64,cold,2.78,114.99,0.24,no,sport,AWD,1482.42,224.43,125.67,157.22,491.18
92.02,7.11,48.33,cold,-3.45,55.54,0.9,no,normal,FWD,1733.81,281.42,119.67,301.49,581.62
12.25,5.1,62.39,mild,-1.57,67.13,0.51,yes,eco,AWD,645.37,152.11,89.7,218.53,481.38
78.43,0.02,46.01,hot,0.72,23.06,0.04,no,sport,AWD,1301.27,277.56,87.8,596.35,559.86
58.06,7.51,42.15,cold,0.76,31.32,0.41,yes,normal,AWD,170.25,176.75,216.72,148.6,565.77
59.35,10.38,54.87,hot,-2.11,66.62,0.49,no,sport,FWD,1585.5,284.55,125.99,354.04,517.05
89.64,0.97,52.7,cold,-0.67,86.24,0.44,no,eco,FWD,866.53,163.66,177.59,433.97,677.05
35.85,8.88,41.0,mild,-0.64,64.15,0.78,no,normal,AWD,479.94,243.31,108.16,234.27,470.09
32.71,7.68,63.08,mild,-1.75,104.91,0.05,yes,eco,AWD,351.87,158.37,80.4,962.9,497.21
70.91,7.17,51.82,cold,2.18,44.65,0.56,yes,sport,FWD,790.22,266.6,101.73,665.65,513.4
63.68,8.19,56.94,cold,-3.12,98.32,0.85,yes,normal,AWD,960.38,291.17,203.18,813.3,514.33
55.75,5.26,42.4,mild,-2.44,67.29,0.22,yes,sport,RWD,1499.39,232.44,96.0,985.4,475.04
10.1,4.93,57.21,cold,4.33,29.79,0.52,yes,eco,AWD,1930.58,249.42,58.64,355.87,396.37
22.49,6.85,60.06,cold,4.83,37.06,0.97,no,sport,FWD,292.45,186.14,87.19,318.35,470.42
72.51,0.68,50.33,mild,3.4,86.06,0.28,no,normal,AWD,1609.27,156.7,170.69,611.7,625.13
50.99,3.32,59.0,mild,-3.28,112.17,0.34,no,normal,RWD,1803.52,234.26,157.6,633.34,533.23
24.33,8.66,51.72,cold,3.46,46.09,0.37,yes,eco,FWD,350.18,220.07,220.66,886.53,555.87
24.08,13.91,47.43,cold,3.8,108.9,0.34,no,sport,AWD,339.2,291.49,191.04,376.05,436.95
30.85,12.39,43.68,hot,-0.35,100.01,0.69,yes,normal,AWD,174.35,175.26,85.5,910.83,400.29
32.78,1.88,55.26,hot,-4.14,96.1,0.2,no,normal,RWD,1161.65,240.35,117.08,150.19,537.53
73.67,8.19,44.69,hot,0.82,69.09,0.11,no,sport,RWD,262.41,298.31,148.13,619.38,591.68
84.32,1.12,45.9,cold,-3.45,88.08,0.76,no,sport,AWD,1812.08,293.17,107.28,941.25,535.69
57.03,10.49,55.48,cold,3.99,33.75,0.84,no,normal,AWD,1764.42,240.83,132.72,216.16,501.7
59.87,7.22,64.6,hot,-0.23,86.97,0.19,yes,normal,FWD,1723.7,232.86,168.58,685.05,573.6
11.32,7.56,58.36,cold,-1.31,21.11,0.07,yes,normal,FWD,1014.41,212.2,187.27,980.76,507.12
43.08,3.36,44.0,cold,2.78,24.81,0.13,yes,sport,FWD,511.78,258.04,216.4,882.04,547.95
21.18,13.8,40.51,mild,3.44,59.65,0.46,yes,eco,FWD,1045.43,165.39,66.35,174.89,403.13
28.61,10.66,63.02,cold,3.72,71.48,0.39,no,eco,FWD,1514.28,186.21,204.73,990.27,551.5
61.45,8.91,54.03,mild,-2.7,103.51,0.79,yes,eco,RWD,943.41,270.69,52.38,192.7,477.86
13.37,13.94,55.12,cold,-3.97,71.55,0.2,no,eco,FWD,1770.82,224.25,106.14,603.88,469.52
59.28,3.65,64.56,cold,4.56,54.36,0.21,yes,eco,RWD,1596.12,214.93,199.58,466.51,625.69
90.58,12.28,46.02,cold,0.76,48.88,0.13,no,normal,RWD,764.17,166.7,135.6,260.26,606.68
82.65,14.22,48.48,cold,-4.19,46.12,0.21,yes,eco,RWD,1630.73,292.03,188.98,285.42,581.78
27.94,4.45,55.73,cold,2.14,108.21,0.5,yes,sport,AWD,558.5,274.7,157.79,857.78,473.62
54.16,2.0,45.42,mild,-0.02,112.37,0.07,yes,sport,AWD,1494.25,151.29,83.54,977.33,465.52
46.89,5.95,55.91,mild,1.57,68.72,0.51,yes,sport,FWD,1919.89,198.32,229.18,307.35,563.41
85.39,7.71,40.03,hot,-4.05,71.14,0.67,no,normal,FWD,674.66,259.29,222.96,288.78,606.75
57.81,8.12,40.8,mild,-0.71,45.19,0.07,yes,normal,RWD,1579.66,238.32,175.44,120.19,566.54
58.43,4.96,42.96,mild,0.39,119.91,0.01,no,normal,AWD,1979.07,229.17,189.9,827.39,524.1
83.19,9.67,41.61,cold,1.13,58.86,0.81,no,eco,AWD,324.73,259.87,105.42,517.58,554.75
88.03,7.26,40.57,hot,-3.18,60.93,0.17,no,normal,FWD,783.43,159.03,62.46,180.77,556.57
20.66,10.16,50.57,hot,3.55,117.6,0.24,yes,sport,RWD,416.54,251.75,77.94,939.54,383.17
70.18,9.38,40.62,hot,-2.28,89.42,0.63,no,eco,AWD,794.86,267.51,155.41,640.76,530.36
23.56,0.19,55.69,hot,-0.15,54.88,0.47,yes,sport,AWD,1991.53,180.99,144.23,944.9,477.74
13.79,7.55,44.48,mild,0.25,45.24,0.6,yes,sport,RWD,1260.13,220.67,212.21,261.98,489.51
91.16,12.98,48.09,hot,4.34,30.33,0.06,yes,normal,AWD,1730.76,186.0,96.62,623.11,493.44
81.09,8.91,46.09,cold,-4.07,83.85,0.45,no,sport,RWD,1183.95,231.27,83.68,921.19,528.15
64.77,6.08,50.5,cold,-1.51,64.83,0.19,yes,sport,AWD,1772.98,257.88,150.8,192.8,546.59
38.27,3.46,51.04,hot,0.92,43.01,0.91,no,normal,AWD,1849.21,202.44,215.05,359.96,534.67
55.36,13.23,52.56,hot,4.47,115.4,0.71,no,eco,AWD,1459.62,194.47,196.33,173.4,478.78
55.83,4.74,45.46,mild,-3.63,56.89,0.14,yes,normal,RWD,111.59,263.91,202.82,944.7,590.6
75.77,10.62,41.02,cold,-1.27,99.64,0.85,yes,normal,FWD,1426.88,182.55,109.76,550.22,469.53
44.96,6.59,61.45,mild,-4.19,107.16,0.58,yes,normal,FWD,173.79,227.85,98.21,430.35,488.62
86.0,0.15,58.85,mild,-4.36,83.05,0.8,yes,sport,FWD,168.01,249.35,164.32,853.06,607.85
73.37,9.24,44.75,cold,-2.83,90.0,0.47,no,sport,FWD,224.33,256.52,174.31,156.52,561.49
10.26,4.45,61.7,hot,-3.67,72.8,0.15,yes,eco,AWD,1909.7,213.06,240.59,598.69,538.95
26.81,3.96,53.99,mild,0.33,26.81,0.41,yes,normal,AWD,1962.02,218.71,171.61,951.67,513.28
80.59,4.02,54.69,hot,-4.35,44.95,0.97,yes,eco,AWD,454.28,297.66,74.67,727.58,560.96
47.09,6.44,45.6,cold,-3.99,67.25,0.06,yes,eco,AWD,1804.89,240.97,170.0,158.07,540.9
66.52,14.59,63.3,mild,-2.45,52.36,0.02,no,normal,RWD,1705.65,191.98,137.09,956.9,558.77
45.28,2.62,49.84,mild,1.89,73.84,0.03,yes,normal,RWD,1330.19,238.18,163.04,218.64,578.77
54.73,5.76,40.74,cold,-1.35,56.53,0.72,yes,sport,RWD,497.7,257.05,169.83,211.62,498.62
61.04,13.76,55.41,hot,-1.22,113.59,0.56,yes,sport,RWD,1388.74,233.79,212.71,932.67,479.4
80.4,1.17,53.4,cold,-0.33,91.4,0.18,no,eco,AWD,834.3,190.95,96.07,207.12,621.7
39.49,9.3,53.0,mild,-0.08,86.51,0.78,yes,normal,RWD,1496.51,273.37,241.14,762.05,527.42
92.26,11.25,42.17,mild,1.1,100.72,0.23,no,eco,RWD,1689.58,182.61,234.95,249.4,618.7
49.1,1.37,59.54,mild,-1.61,111.23,0.45,no,normal,RWD,1347.6,233.26,158.25,331.71,557.18
80.34,11.18,47.51,hot,-0.99,25.61,0.87,yes,normal,FWD,1047.72,260.67,189.76,282.26,528.68
41.5,1.25,63.62,mild,-1.95,96.44,0.55,yes,eco,RWD,1367.1,186.06,235.5,585.7,578.77
70.76,1.37,52.98,mild,0.22,44.7,0.94,yes,normal,RWD,1905.96,201.86,248.14,982.08,601.51
32.56,7.52,43.67,mild,-0.16,25.72,0.04,no,eco,AWD,1594.36,238.47,55.65,996.54,467.93
14.64,2.72,44.42,mild,1.86,80.63,0.85,no,eco,FWD,564.36,254.07,89.17,192.25,498.56
61.17,14.05,64.71,mild,-2.99,111.67,0.09,yes,eco,AWD,1724.42,278.29,87.48,121.77,484.3
93.45,11.5,51.01,mild,4.62,34.82,0.79,no,sport,RWD,567.79,254.0,97.41,298.67,538.39
17.76,11.04,63.51,mild,-1.51,85.32,0.22,yes,sport,FWD,964.61,222.96,156.51,856.04,489.23
88.76,10.96,64.9,hot,-0.39,106.63,0.22,no,eco,AWD,237.25,202.95,242.36,959.85,663.84
10.05,9.54,49.68,hot,0.41,60.49,0.59,yes,eco,FWD,1552.65,188.33,144.75,316.32,460.7
25.64,10.95,62.14,cold,-0.95,60.67,0.33,yes,normal,FWD,1760.3,278.69,222.54,891.84,525.94
56.49,1.4,57.43,cold,-5.0,38.71,0.95,yes,sport,AWD,1255.15,290.79,198.48,880.96,543.51
27.85,10.01,45.58,cold,2.68,74.59,0.18,yes,eco,FWD,1503.21,242.67,126.14,308.18,461.32
47.37,9.06,50.49,mild,-2.67,84.11,0.06,no,normal,AWD,261.04,254.66,126.99,628.84,566.07
95.33,3.7,56.67,cold,-0.44,89.94,0.94,no,normal,RWD,864.94,239.41,249.2,115.15,682.33
69.86,2.55,60.72,mild,2.94,50.92,0.69,yes,normal,RWD,1361.8,293.12,153.65,543.27,594.65
68.34,1.13,43.86,mild,-3.3,103.23,0.29,yes,normal,FWD,1504.47,230.51,225.9,929.09,559.19
43.74,3.32,52.39,cold,-4.12,114.96,0.23,no,sport,AWD,325.35,185.51,70.18,531.31,486.02
17.45,8.53,42.41,hot,-2.83,76.75,1.0,no,eco,FWD,601.83,154.8,216.39,381.45,502.29
22.59,13.96,40.64,hot,-3.69,52.28,0.15,yes,normal,FWD,1732.8,271.47,185.88,136.61,427.91
50.98,3.26,59.14,hot,-4.04,24.17,0.81,yes,sport,FWD,1889.79,207.12,231.22,559.0,513.5
52.45,2.93,53.6,mild,3.0,71.46,0.6,no,eco,AWD,485.14,203.17,66.37,384.13,535.73
55.61,3.84,60.61,cold,-1.72,21.99,0.28,no,normal,AWD,1941.39,277.23,72.81,193.7,549.64
17.33,11.86,63.1,hot,-3.51,44.38,0.83,no,sport,FWD,1157.55,218.28,242.52,223.47,506.77
63.71,5.5,61.31,cold,2.03,89.48,0.07,no,eco,FWD,1785.47,168.51,53.05,588.66,577.18
90.76,8.89,55.89,cold,0.56,117.22,0.25,no,sport,FWD,1410.24,257.66,174.84,759.7,584.61
85.92,8.95,55.22,mild,-3.37,102.6,0.85,yes,eco,RWD,1602.37,198.46,127.1,196.72,510.16
74.35,4.34,44.32,mild,-3.8,51.19,0.09,no,eco,RWD,999.27,225.65,148.59,513.96,608.42
72.55,5.78,63.49,cold,-1.11,55.28,0.37,no,eco,AWD,858.32,282.87,200.26,453.96,653.7
70.4,0.58,50.03,hot,1.07,105.76,0.75,no,eco,FWD,129.06,197.48,247.88,393.52,642.26
10.56,2.04,42.09,cold,-0.43,84.05,0.71,yes,normal,RWD,1819.79,295.76,197.47,593.43,459.91
34.68,12.67,63.85,cold,-1.77,50.34,0.02,no,eco,AWD,1754.49,191.55,68.33,190.51,514.16
40.11,8.81,42.14,hot,-4.43,25.4,0.28,no,normal,RWD,1466.89,254.06,59.57,691.12,457.53
71.64,2.7,59.18,hot,3.3,97.63,0.75,no,normal,AWD,1804.87,297.69,155.6,392.47,563.98
18.42,4.6,58.85,mild,-1.89,47.96,0.76,no,eco,AWD,1591.17,204.63,57.85,636.66,463.8
97.28,0.53,51.88,mild,-4.52,91.37,0.54,no,normal,AWD,1354.19,172.03,99.61,953.39,584.11
22.64,9.0,47.51,hot,0.56,60.97,0.56,yes,sport,FWD,1916.39,208.95,81.5,352.01,403.99
21.51,8.38,60.72,cold,1.08,42.69,0.43,no,sport,RWD,200.25,299.42,176.82,714.73,554.57
25.58,13.06,50.5,mild,-2.2,104.6,0.86,yes,eco,FWD,624.66,255.87,148.47,645.77,443.89
84.02,2.24,56.57,hot,-3.48,33.89,0.01,no,sport,RWD,1545.07,166.57,203.03,789.94,651.47
21.71,7.82,56.58,cold,2.26,39.99,0.57,yes,eco,AWD,1976.15,152.65,227.72,280.59,501.46
87.78,2.02,64.73,cold,3.4,76.89,0.81,yes,eco,AWD,338.46,233.82,108.98,133.09,607.45
11.38,4.25,45.83,hot,0.51,116.13,0.67,no,normal,FWD,1028.45,161.66,61.95,757.53,427.29
64.51,14.36,53.32,hot,-2.16,92.15,0.47,yes,sport,FWD,408.77,264.77,125.41,206.97,494.27
26.81,2.68,41.58,mild,0.91,27.24,0.41,yes,sport,AWD,1167.7,274.69,207.12,489.16,489.03
43.73,9.6,49.94,mild,2.67,95.78,0.54,yes,sport,RWD,1741.27,287.57,100.07,506.81,437.75
65.04,5.31,49.64,mild,-1.02,45.82,0.29,yes,normal,FWD,139.26,189.91,83.53,796.59,573.73
44.68,7.35,54.65,cold,3.6,42.41,0.27,yes,normal,FWD,968.2,276.38,58.69,636.56,477.24
62.74,2.41,55.25,cold,-4.23,43.8,0.0,yes,sport,AWD,1107.35,192.41,212.44,424.05,603.18
88.49,9.88,56.81,mild,0.54,96.17,1.0,yes,normal,FWD,600.33,261.26,93.43,635.42,513.31
54.7,6.4,54.78,hot,-0.39,30.8,0.17,yes,eco,AWD,1287.87,233.64,193.83,865.29,603.72
39.88,5.41,51.07,mild,-1.51,39.42,0.67,no,eco,RWD,1773.22,172.97,127.55,716.11,530.69
64.98,14.72,45.96,hot,-4.26,56.17,0.68,no,sport,AWD,1991.11,291.21,189.4,356.41,503.73
77.57,8.96,58.12,hot,4.64,42.14,0.03,no,normal,FWD,846.05,241.32,223.81,295.32,677.85
25.1,4.48,61.61,hot,0.37,83.76,0.96,yes,sport,FWD,246.43,199.3,249.87,834.63,547.33
50.92,6.6,61.23,mild,-0.04,69.16,0.15,yes,eco,AWD,937.1,231.26,199.87,692.97,626.75
59.82,7.36,49.57,cold,3.59,99.86,0.05,yes,sport,RWD,1508.94,284.74,166.35,527.8,507.39
71.6,5.29,62.42,mild,4.98,36.0,0.54,yes,sport,RWD,565.73,180.5,227.23,660.72,599.72
48.69,3.61,48.93,mild,-4.08,60.14,0.75,no,eco,RWD,960.61,178.48,128.09,491.41,568.4
45.84,8.97,42.24,cold,-3.02,73.03,0.57,no,normal,RWD,365.88,295.95,125.38,864.77,524.36
41.83,4.14,56.31,hot,4.15,76.76,0.59,no,normal,AWD,1716.16,280.78,136.91,898.55,509.16
51.42,4.21,55.04,hot,3.82,97.6,0.93,yes,sport,AWD,1097.96,220.06,136.51,924.46,445.36
87.99,8.66,41.61,hot,0.42,107.36,0.4,no,eco,RWD,582.61,158.96,124.88,845.55,584.47
32.29,14.55,43.18,hot,1.77,29.38,0.54,no,sport,RWD,128.54,185.82,190.18,402.47,471.59
54.09,10.89,42.06,cold,3.33,70.29,0.82,yes,eco,FWD,1507.56,265.59,224.67,644.46,523.44
13.77,13.07,61.6,mild,3.07,119.91,0.76,no,sport,AWD,661.39,185.17,151.37,254.63,403.3
91.05,12.25,40.33,mild,-3.32,64.13,0.86,no,eco,RWD,1781.95,289.79,185.12,888.49,555.88
52.18,10.26,60.85,cold,-3.27,35.93,0.39,no,sport,AWD,121.24,245.93,166.82,159.85,551.94
76.12,10.12,64.93,cold,-1.1,100.41,0.49,yes,sport,FWD,1411.16,164.45,155.56,655.73,551.83
66.24,1.29,48.25,mild,-4.6,98.35,0.04,yes,eco,RWD,649.42,176.16,227.17,120.31,623.21
42.12,0.69,59.44,cold,-4.19,61.82,0.43,no,normal,RWD,1411.52,266.29,167.81,937.66,604.7
69.8,5.48,50.21,cold,-1.91,45.53,0.9,yes,sport,AWD,430.75,219.24,82.8,616.16,505.5
37.73,14.81,52.65,hot,-4.88,50.48,0.18,no,eco,FWD,1422.02,184.72,231.9,868.03,550.84
11.59,7.28,40.89,mild,-3.75,118.76,0.43,no,eco,AWD,1285.8,289.08,93.9,876.76,404.11
34.33,7.27,43.01,hot,4.36,98.08,0.35,no,normal,AWD,1123.79,235.59,184.96,300.54,476.38
62.14,10.46,62.15,cold,-1.38,117.0,1.0,no,eco,AWD,617.64,236.58,149.02,954.53,524.56
21.59,10.23,62.74,cold,-4.24,115.41,0.2,yes,eco,RWD,744.46,223.02,88.89,274.47,417.28
39.73,13.35,62.85,mild,-1.11,40.31,0.44,yes,sport,RWD,1340.11,242.08,160.53,832.52,505.11
69.82,14.03,51.02,hot,-0.97,69.34,0.63,no,sport,FWD,1979.8,267.99,144.78,910.56,497.19
83.33,4.53,42.12,hot,0.8,46.78,0.14,yes,normal,AWD,836.94,183.89,126.76,125.26,590.66
22.65,7.83,42.88,cold,0.16,27.31,0.33,yes,eco,FWD,1087.28,154.79,231.77,302.92,518.15
12.11,9.55,42.91,mild,3.23,112.68,0.23,no,sport,RWD,929.76,276.87,95.59,472.05,373.64
41.0,9.74,63.12,hot,4.78,97.52,0.23,yes,eco,FWD,1288.29,279.86,96.98,248.44,500.12
99.21,13.49,41.25,mild,1.89,97.19,0.18,yes,eco,FWD,485.36,268.22,154.35,346.28,588.73
45.16,11.92,59.86,mild,-2.84,88.72,0.71,no,sport,FWD,355.71,234.79,202.42,320.02,553.05
70.69,7.72,47.8,cold,1.63,45.14,0.77,yes,sport,FWD,776.99,222.6,231.55,278.17,564.23
16.57,12.87,40.45,cold,-0.04,47.29,0.59,no,sport,AWD,1347.76,242.09,145.02,370.05,431.83
33.18,8.35,47.35,hot,-1.79,42.94,0.66,no,normal,AWD,215.78,235.87,160.14,280.16,536.34
98.08,1.89,47.65,hot,4.54,28.53,0.66,no,sport,RWD,1879.93,151.33,65.41,402.94,529.03
22.22,11.33,60.02,mild,0.85,54.74,0.34,no,eco,FWD,219.94,236.16,206.1,969.97,590.07
65.43,7.33,53.21,cold,-1.77,86.19,0.42,no,eco,AWD,1945.97,231.32,212.24,882.65,601.51
46.89,5.09,61.84,mild,-4.16,78.89,0.71,yes,eco,AWD,1368.27,166.22,156.9,638.05,540.26
47.88,12.37,63.02,mild,4.19,71.87,0.73,no,sport,AWD,1354.39,209.87,150.09,530.4,499.04
86.82,3.93,53.53,cold,-4.95,63.15,0.02,yes,eco,AWD,125.42,262.69,208.96,483.31,673.57
24.83,4.27,53.12,cold,-3.23,61.95,0.14,yes,normal,FWD,1769.03,181.58,103.97,109.07,482.47
95.82,7.72,63.33,hot,2.16,36.43,0.6,yes,sport,RWD,1306.86,173.68,137.97,401.57,584.38
43.39,10.91,53.84,hot,2.62,72.12,0.13,yes,sport,AWD,1253.56,288.02,160.26,628.13,476.43
69.12,4.36,58.41,mild,2.73,35.41,0.1,yes,sport,FWD,842.61,218.78,144.52,401.67,578.98
81.67,13.01,45.01,cold,-2.7,75.87,0.25,yes,sport,FWD,437.47,195.04,228.87,884.58,575.52
25.21,14.9,58.55,hot,-2.17,74.84,0.98,no,sport,AWD,1024.68,261.97,196.01,817.32,462.05
43.37,4.11,43.18,mild,-3.48,56.82,0.18,no,normal,RWD,547.53,179.18,223.91,498.81,602.92
48.01,1.48,49.28,mild,0.94,107.48,0.38,no,normal,AWD,1764.02,208.92,215.14,544.14,557.32
62.54,0.28,53.9,hot,-3.7,25.53,0.68,no,normal,RWD,269.11,176.65,115.38,738.75,568.95
41.95,10.14,50.77,hot,-3.82,112.55,0.72,yes,sport,RWD,1017.61,293.14,59.42,821.83,362.16
12.95,5.25,56.87,mild,-3.25,100.95,0.12,yes,sport,AWD,1707.47,204.37,217.54,369.55,484.81
97.03,12.73,57.4,cold,-4.17,89.0,0.51,no,eco,AWD,770.74,193.81,172.26,904.73,596.36
30.4,6.62,49.99,cold,1.15,55.63,0.99,no,normal,AWD,169.44,201.52,157.09,516.46,535.03
50.29,9.73,55.53,hot,4.73,30.75,0.7,no,eco,FWD,670.98,194.13,130.45,369.46,519.82
95.61,2.5,52.75,cold,-2.5,111.46,0.56,yes,normal,RWD,1459.71,289.89,213.0,669.39,596.64
44.42,6.73,59.2,hot,-1.63,51.75,0.41,yes,normal,AWD,1921.01,184.32,65.93,260.2,461.73
92.23,2.74,42.64,mild,3.11,46.61,0.76,yes,normal,RWD,337.16,227.37,76.4,729.71,539.87
71.92,7.54,42.62,mild,-2.36,87.91,0.1,yes,normal,AWD,1863.07,295.3,173.53,335.2,554.05
16.72,1.1,45.78,mild,-2.71,106.95,0.16,no,sport,FWD,1840.47,214.24,154.72,860.0,470.25
84.57,7.51,62.6,hot,1.85,63.52,0.96,no,sport,AWD,797.16,180.98,204.6,102.73,631.47
60.89,5.75,58.27,mild,1.08,81.65,0.43,yes,eco,AWD,521.49,207.15,141.82,225.24,584.24
51.89,10.43,61.87,cold,0.37,83.12,0.5,yes,sport,AWD,668.05,266.21,215.2,211.41,546.81
25.14,6.7,50.69,mild,2.43,22.55,0.21,yes,normal,AWD,1869.73,212.12,137.55,608.56,461.01
67.12,10.64,56.5,hot,2.28,37.35,0.36,no,normal,FWD,631.63,187.34,179.3,446.67,608.77
40.94,5.41,41.43,cold,-4.04,42.05,0.09,no,sport,AWD,1872.14,207.67,137.27,311.44,481.66
51.13,0.56,56.84,cold,4.54,62.16,0.23,no,normal,RWD,1079.38,223.25,141.58,772.55,603.87
49.77,8.93,52.38,hot,-1.83,110.75,0.18,yes,eco,AWD,884.33,240.37,118.8,840.25,471.57
95.76,13.85,55.99,mild,-0.34,26.5,0.11,no,eco,RWD,1233.52,210.98,236.34,951.46,692.16
32.73,1.0,49.94,cold,-4.08,94.3,0.79,yes,normal,AWD,460.58,212.91,185.0,693.93,517.63
24.91,3.73,47.64,hot,-2.96,46.43,0.8,yes,sport,AWD,1813.38,295.95,136.96,329.6,447.22
92.09,6.35,50.44,mild,-4.72,39.6,0.7,yes,sport,AWD,411.89,280.76,173.79,258.14,577.12
18.39,6.81,45.76,mild,-2.08,119.19,0.96,yes,normal,AWD,579.95,211.07,72.87,395.43,353.98
67.87,11.69,63.79,hot,3.92,93.83,0.4,no,eco,RWD,262.91,191.84,185.53,824.83,608.13
44.22,9.58,42.31,hot,-3.11,58.51,0.96,yes,normal,RWD,1969.74,278.8,70.05,876.42,390.07
48.35,7.89,59.35,mild,-0.23,30.7,0.51,no,sport,AWD,1773.5,275.79,183.88,679.09,550.49
40.85,6.76,40.61,hot,2.73,41.57,0.56,yes,sport,RWD,983.68,275.52,141.3,355.98,462.7
30.7,10.54,53.85,hot,0.49,85.16,0.97,no,sport,RWD,1061.86,219.67,195.72,253.13,499.72
37.96,10.97,45.59,hot,-0.67,69.15,0.58,no,eco,RWD,842.9,207.2,211.08,968.23,579.37
12.77,3.17,57.8,hot,0.16,89.45,0.99,no,sport,FWD,1429.9,249.29,174.0,313.05,482.89
70.31,13.09,52.72,cold,-4.03,65.94,0.21,no,sport,AWD,750.32,214.13,197.9,775.79,559.02
41.62,5.23,64.34,mild,1.75,73.77,0.09,yes,eco,RWD,1475.4,266.77,99.31,547.92,576.06
79.25,3.21,44.16,cold,3.74,46.76,0.67,yes,normal,AWD,1154.14,159.75,114.9,576.16,534.59
68.11,13.06,46.77,cold,-4.1,106.21,0.56,no,eco,AWD,323.11,183.79,57.64,962.27,455.07
77.35,13.04,48.83,mild,-4.65,118.53,0.77,no,normal,AWD,1718.95,165.9,167.42,867.53,481.42
